x,y
1.005,7.371
2.843,0.093
8.630,5.290
3.247,4.709
8.475,2.743
2.535,5.921
3.047,4.614
7.034,0.659
5.951,0.706
2.511,2.702
8.431,1.279
1.728,3.384
1.136,2.628
8.485,9.267
7.148,1.295
8.822,0.665
8.460,0.648
0.054,0.016
2.433,3.323
9.569,3.956
9.609,2.624
7.818,5.375
1.938,0.020
5.779,9.291
6.796,3.350
5.421,0.026
1.826,0.739
3.687,2.663
5.843,3.306
8.052,0.037
8.357,3.300
2.382,7.998
0.903,3.331
1.451,1.957
2.352,2.018
5.870,3.330
8.399,1.267
8.643,9.967
5.761,-0.046
3.506,2.624
3.408,0.024
2.339,1.351
9.546,5.342
2.920,2.647
6.345,-0.021
5.228,5.292
3.984,0.784
0.609,2.716
6.144,7.315
7.123,4.070
7.224,4.732
9.076,-0.127
0.183,8.722
7.622,0.004
5.345,-0.034
5.099,0.653
1.581,4.702
7.922,1.997
0.710,3.369
5.117,1.969
4.339,1.287
0.667,9.312
0.800,2.515
5.722,8.072
3.933,0.001
8.729,3.352
5.443,0.703
5.006,1.939
5.238,1.920
6.997,1.971
9.612,8.017
0.057,2.568
9.677,0.014
4.932,1.306
9.928,3.908
2.609,2.544
8.791,2.033
8.334,3.275
9.502,9.927
1.647,1.993
6.638,1.340
4.330,2.006
8.043,8.599
9.321,6.691
1.274,0.623
1.050,5.280
4.783,1.269
0.817,1.962
4.600,9.977
1.161,3.297
4.806,3.328
3.606,3.423
0.499,6.684
0.406,1.315
5.541,8.017
9.660,1.300
4.966,5.985
7.636,4.684
3.426,8.024
2.457,4.607
9.509,0.630
9.149,0.625
6.404,2.646
4.711,1.962
7.574,0.706
6.305,3.379
0.850,2.010
1.583,1.298
6.594,3.364
3.856,1.996
6.715,2.669
4.591,0.686
1.223,0.568
5.913,6.720
1.941,1.304
4.640,3.381
1.343,0.023
8.268,1.971
5.855,-0.065
8.130,3.352
1.290,2.037
0.418,9.389
5.852,0.002
4.872,-0.162
0.286,5.314
6.256,4.045
1.764,2.724
4.816,2.691
6.283,4.013
4.408,6.014
3.936,0.032
1.477,1.981
5.254,6.017
8.119,0.610
0.223,3.368
0.349,8.670
0.368,5.951
1.581,4.045
7.377,2.630
2.526,0.025
8.850,-0.030
7.442,4.012
8.407,1.308
1.442,2.672
8.867,0.652
5.388,7.951
3.375,-0.014
0.968,1.393
0.507,0.664
6.626,8.691
6.738,4.648
6.162,-0.054
4.620,2.707
8.076,0.041
8.354,4.654
3.239,2.639
5.952,0.634
0.143,4.727
0.532,6.712
0.592,6.567
5.321,7.353
1.617,5.942
0.274,-0.101
9.570,8.559
1.329,0.602
0.213,8.061
0.878,-0.006
2.599,2.043
0.796,0.666
5.277,5.994
4.454,3.346
5.360,0.790
2.662,3.980
2.985,1.346
4.664,2.096
6.535,3.301
8.310,3.354
0.382,1.963
3.889,5.276
8.411,1.315
9.289,6.084
8.788,0.691
3.701,1.261
7.914,-0.040
0.490,4.658
9.036,5.382
9.689,0.666
2.952,1.959
8.872,3.946
4.465,0.628
3.665,0.087
4.318,0.687
5.961,3.293
3.263,5.368
4.323,1.290
3.663,4.003
1.300,7.315
0.650,1.315
9.072,0.030
0.299,6.697
3.323,2.014
7.384,3.386
5.869,5.314
5.257,0.614
3.022,8.621
8.961,1.998
9.536,5.216
8.114,2.026
1.923,2.016
6.076,0.000
4.467,0.605
1.203,2.764
7.990,3.432
9.532,-0.003
0.792,5.277
5.350,2.610
0.203,1.310
9.055,-0.008
5.090,1.318
1.503,0.001
4.720,0.557
9.990,0.627
4.518,5.296
3.953,0.746
8.294,3.311
5.259,-0.094
3.605,1.303
0.382,2.060
9.421,3.973
9.836,2.723
5.366,0.016
0.936,3.402
1.518,1.255
2.264,-0.107
0.526,0.678
