x,y
-0.666,1.067
-0.768,0.340
-3.032,-2.541
0.188,3.022
-1.115,-1.559
3.526,3.362
0.230,2.685
2.341,4.656
1.932,-0.268
-0.637,-3.041
-0.501,-0.854
-0.007,-2.091
1.675,2.447
3.864,-1.087
-2.032,2.099
3.515,-2.268
-1.637,-3.684
-3.937,-3.026
-5.418,-2.625
-1.916,-0.094
3.018,0.541
-1.849,-2.412
-1.084,-0.181
3.823,0.469
2.792,0.374
1.826,1.138
-2.668,5.278
3.794,1.224
1.189,1.711
-1.087,0.292
1.821,-1.150
2.685,-1.264
-2.590,-1.531
0.273,5.885
0.031,-1.982
-4.547,2.167
3.033,-2.903
0.938,0.116
-0.346,-1.819
1.031,0.352
0.646,-0.740
-1.704,-0.922
-1.548,1.041
2.698,2.658
0.437,3.921
-4.098,-0.549
-1.283,1.704
-1.555,2.535
0.866,-3.949
0.073,1.885
3.919,-0.671
3.220,3.721
4.506,2.241
2.740,1.169
1.723,-3.621
0.320,1.987
0.743,1.958
-2.146,-0.054
-2.770,-1.236
2.887,0.208
-0.047,-3.983
-2.755,1.051
1.724,-2.381
3.065,-0.374
0.840,-3.739
-2.550,4.351
-2.265,-3.399
0.895,-0.386
-2.152,-2.192
-1.485,-2.626
-2.660,-4.291
1.284,-2.719
-0.262,-2.133
-1.327,2.697
1.425,-1.362
-2.114,1.957
3.533,2.014
-1.892,-0.437
1.849,-0.450
2.307,3.262
-1.865,0.034
-0.905,-1.853
-3.325,2.196
-1.660,-1.164
-1.137,-1.686
-0.808,0.786
0.094,2.043
1.845,2.324
-1.753,2.601
2.890,-1.105
-2.619,-3.072
-0.944,-2.921
2.574,-1.711
-1.938,0.531
0.967,-1.832
3.299,-5.069
1.818,-0.952
-0.899,0.277
0.859,-0.439
-2.015,-2.012
-0.599,1.944
-0.039,-0.958
-1.742,-2.420
4.079,4.384
1.671,-2.640
1.122,4.844
-1.934,-0.315
0.543,-1.874
0.685,-4.923
3.720,1.493
2.833,0.969
-0.890,0.654
-1.885,0.535
0.902,0.110
-1.830,0.872
-2.502,-1.657
1.235,0.341
1.860,-0.403
1.970,-0.810
0.810,-4.860
-2.193,0.086
-2.228,-3.257
-1.908,0.612
-0.193,3.988
-2.672,-3.074
-1.855,0.752
-1.312,3.756
1.095,-0.391
1.305,-2.450
-3.164,-2.649
-3.056,0.048
4.137,-2.826
1.923,-0.457
1.647,-2.472
-0.191,3.985
1.956,-0.400
-1.800,3.594
-2.066,-2.173
-4.801,1.243
2.757,2.747
-2.607,-1.517
-2.296,5.543
0.590,1.925
2.409,1.601
2.763,-1.476
0.784,-5.016
1.358,1.600
1.683,-1.177
0.733,-0.631
-4.389,2.374
0.865,-0.243
1.943,2.437
-0.038,-1.028
1.637,1.112
-1.787,-2.335
-1.155,1.628
1.680,1.167
-1.790,2.437
0.982,-0.246
0.449,-1.138
0.745,2.843
3.159,3.981
-0.891,-0.064
0.228,1.032
2.595,-1.589
2.738,1.118
-2.998,4.110
-2.124,1.788
3.286,3.834
1.628,1.323
-0.869,0.346
1.909,0.274
0.980,2.876
-3.514,3.663
1.262,-1.446
2.046,0.277
-0.865,2.812
-0.475,-0.987
-3.903,1.339
-2.605,1.760
2.870,0.867
-0.295,-2.036
-1.798,0.352
0.701,0.709
2.872,-1.285
6.505,-2.877
3.663,-1.595
-1.475,-1.306
4.591,-1.503
-1.240,3.989
-6.964,-0.630
0.625,2.927
-3.348,-2.131
2.098,-0.080
0.277,2.163
0.409,2.749
-2.018,0.092
-0.069,-0.883
-0.031,-2.900
-5.007,-0.679
0.924,3.687
-1.803,0.848
1.809,-0.942
-0.318,-2.101
-0.922,-1.820
3.681,1.498
-4.178,-2.968
-5.008,-0.307
-2.627,2.798
1.905,-3.543
-1.824,-0.526
4.010,0.123
0.320,1.015
-1.725,-2.312
1.979,3.387
1.437,-1.269
3.729,3.275
1.502,-5.805
-2.032,0.024
-0.127,-3.110
4.031,4.571
-0.488,-1.924
-1.905,-0.338
-1.893,-4.628
-1.869,-0.547
-0.284,1.021
2.368,-1.936
3.072,-0.523
-0.398,-3.971
0.311,-1.896
-1.253,-3.794
-0.841,1.752
-2.609,-3.162
-1.349,-1.670
-0.304,-3.911
2.940,1.042
2.464,1.611
-1.362,-1.454
0.400,-0.993
-2.759,1.177
-0.290,0.995
-1.680,2.341
3.069,-2.691
-0.736,1.757
0.960,-0.219
-4.668,-1.782
1.293,1.504
0.853,0.375
2.812,0.428
-0.284,-0.905
2.668,-1.571
-0.631,-1.944
-1.087,0.166
-0.115,-2.110
-0.934,-0.289
-0.506,-1.976
-2.895,-0.135
2.846,1.185
-0.431,-3.840
-1.730,-1.020
-0.912,-2.863
-0.677,1.864
-2.282,1.974
-3.882,1.291
2.948,-0.510
-2.094,-1.912
2.665,-1.318
-1.885,0.051
-3.142,-2.291
-3.378,1.846
3.709,-1.160
5.912,0.650
-1.461,-2.569
2.520,1.310
0.580,1.719
0.360,2.071
0.493,-3.927
2.966,-0.890
-1.445,3.758
0.796,2.791
1.031,-6.922
-1.960,2.340
-2.130,-0.023
-2.929,1.140
2.417,1.702
2.729,0.915
1.443,-2.634
-2.494,-1.666
-3.987,-0.257
-0.919,-2.924
1.043,-2.811
-5.331,-2.828
0.517,2.964
-2.131,4.428
-1.852,-0.339
2.042,-0.004
4.256,4.202
-0.697,-3.963
-0.304,-1.102
2.397,-1.551
3.667,-1.835
-3.657,-1.473
3.337,-1.889
0.127,-4.020
1.861,0.464
-0.004,2.996
2.299,-2.005
-2.943,2.995
-1.747,-2.575
-0.280,3.998
-2.862,-2.780
2.358,-3.333
0.907,3.921
-3.928,-0.293
-2.567,2.948
-1.582,1.384
3.391,3.798
-0.846,-2.879
-1.346,-2.669
-3.965,0.735
3.903,0.514
2.093,3.406
-3.060,0.529
1.871,2.577
0.371,-0.965
0.567,-1.812
-0.894,1.667
-2.719,0.986
2.552,4.391
6.305,3.307
-2.263,1.962
-2.838,-1.040
1.805,-0.678
1.708,-0.581
0.966,-0.088
2.747,0.330
-1.553,2.561
-1.138,1.572
1.059,-0.155
2.640,1.481
-1.309,1.588
1.509,1.241
1.819,0.527
2.846,-0.036
1.920,2.201
2.857,1.004
-1.405,-4.844
-0.212,-2.070
0.973,1.680
-1.995,-0.575
-0.715,0.813
-2.952,0.032
3.826,-0.472
-1.932,-0.712
-3.128,2.448
6.067,-0.736
2.777,0.527
0.919,0.091
0.343,2.075
0.297,-1.053
-0.825,-0.317
1.601,3.601
0.069,-2.169
-0.018,5.109
1.534,2.615
6.771,-2.087
1.078,-3.916
-1.759,-1.074
2.455,-4.293
-1.542,2.649
-2.654,-1.032
0.985,-0.444
1.265,1.528
-2.073,2.125
0.816,-1.862
-0.904,-1.731
2.410,1.713
3.338,2.450
-1.264,-3.887
0.723,0.594
-0.949,-0.314
2.299,7.627
-0.170,3.099
-2.904,-0.331
-1.175,4.871
2.172,-2.195
-0.413,-2.091
-3.102,-2.675
0.820,-0.583
1.409,3.751
0.378,-0.847
-4.243,4.193
3.062,0.390
1.074,-1.897
-2.469,-1.595
-0.915,-0.439
0.014,2.006
-0.834,1.784
-3.611,1.636
-4.779,0.016
-0.436,1.938
2.586,1.312
-5.865,0.897
-0.771,0.762
4.639,1.738
-2.556,-1.316
-0.926,0.052
1.392,1.593
0.483,4.005
0.409,-4.130
1.643,2.422
-2.794,0.895
-3.082,-0.018
-0.973,0.265
-4.765,-1.848
-3.689,-3.352
-1.192,-1.380
3.100,0.207
2.201,-3.299
2.715,0.981
-5.787,-1.553
4.243,-0.038
3.871,0.773
-3.470,-2.005
-0.233,-3.031
2.413,-5.438
3.891,-0.587
-0.715,1.900
-0.437,-1.856
-2.257,-2.105
-1.944,-0.246
-1.506,2.591
0.231,-3.014
-2.989,2.750
2.924,0.951
1.800,-0.929
-1.365,-2.787
-2.060,3.497
0.046,3.090
-2.723,-0.972
0.385,-1.888
4.009,-0.284
2.582,2.977
-0.529,1.080
1.032,-0.026
-1.692,-1.151
2.080,-2.253
-0.006,0.869
-2.132,3.521
-0.187,2.138
-4.958,-0.970
-0.510,0.821
0.870,-0.185
-2.353,1.869
-0.165,0.727
-0.209,2.015
1.743,3.360
-3.182,-2.298
-1.011,-1.829
2.235,6.582
-1.808,-2.405
0.982,0.011
1.982,0.163
0.815,2.869
0.249,-2.953
1.746,-2.478
-2.397,-1.651
3.583,1.652
0.718,0.724
1.198,0.250
0.724,1.866
-1.733,-0.893
2.245,-3.363
1.307,-2.842
5.719,-2.272
-2.884,0.186
-2.073,-2.052
2.696,-1.545
-0.259,1.980
1.178,1.791
1.531,-1.312
1.642,-1.007
-0.450,0.812
0.310,2.931
-1.334,1.208
-2.565,-1.311
-3.230,-0.237
-0.404,0.894
-0.376,-2.061
2.960,0.801
3.923,0.331
3.031,2.574
-0.977,0.156
-1.317,5.869
2.222,-0.031
1.504,4.908
-1.042,2.792
2.538,-3.026
2.419,-1.757
-1.133,2.858
0.504,-4.041
2.890,-1.345
-2.629,0.880
-3.249,3.792
-2.741,1.278
1.743,0.817
0.782,-1.768
3.266,-2.375
2.918,0.087
-0.188,2.028
-0.937,-1.770
3.445,1.883
1.634,-1.243
-1.743,2.683
-0.883,-0.513
-2.044,-3.533
1.964,-0.061
0.120,-5.019
-1.343,1.510
2.756,4.028
-1.317,-3.790
5.038,-0.454
-0.903,-0.182
-2.690,-1.650
-0.123,-1.960
-0.668,-3.077
2.425,4.258
0.620,-1.735
2.011,-0.912
1.474,2.478
0.669,1.888
1.576,-1.190
-3.100,-0.553
-2.647,-1.730
-6.151,-3.100
1.572,-3.705
2.768,-1.151
-0.763,1.875
-0.557,-2.932
2.038,-3.355
3.115,2.166
-2.894,-1.254
3.630,-1.247
1.840,-3.443
-1.910,-0.604
-0.655,-1.960
2.072,0.275
1.990,2.138
-1.756,-0.888
-0.392,-4.227
0.593,3.034
2.348,1.846
1.860,0.200
1.113,-2.865
0.021,-2.031
-1.850,0.142
-0.178,2.933
-3.871,1.058
1.850,0.976
-5.874,0.360
-1.435,2.634
3.590,-1.932
0.608,3.992
0.264,1.903
-3.655,-1.554
-0.006,2.762
-2.756,-0.895
4.276,-1.989
2.895,0.482
-1.911,-4.651
-2.092,-0.019
2.828,-1.105
0.809,0.518
-2.652,1.542
-4.955,-0.738
-3.971,-0.076
-1.887,0.637
2.815,-0.824
2.522,1.898
-4.229,-2.642
-3.329,2.116
1.582,-1.198
-1.082,-1.598
1.124,-2.809
0.502,4.032
-0.612,0.799
-3.204,0.200
-2.889,0.679
1.612,1.371
-0.279,-0.918
-4.965,-0.268
0.860,-1.664
-1.201,-3.720
2.906,0.331
0.438,-0.901
-3.647,1.832
-0.672,0.671
-0.719,0.684
2.293,1.946
-0.477,2.934
