x,y
2.893,2.670
2.686,4.052
7.385,5.296
5.409,2.071
7.048,3.463
7.402,1.247
5.505,3.327
2.080,4.557
2.987,0.631
0.616,-0.020
2.853,3.332
7.834,4.631
3.943,6.732
0.255,0.015
2.807,0.035
8.975,0.004
2.159,-0.010
0.272,0.032
3.169,3.425
7.291,4.674
2.423,5.346
2.925,3.404
4.498,3.317
3.116,3.302
7.265,0.726
8.175,2.096
4.748,-0.028
7.003,4.121
7.522,2.012
6.797,2.021
7.373,4.617
0.087,-0.025
7.183,0.797
3.997,2.030
4.859,4.705
4.570,0.725
8.311,0.718
8.629,8.663
1.143,2.696
9.910,9.936
6.120,8.062
0.495,-0.006
0.965,4.615
9.009,7.301
2.810,1.243
5.549,0.653
0.595,2.023
4.217,3.347
9.106,0.609
2.385,2.790
6.486,0.638
3.053,4.022
8.992,0.707
3.667,0.637
0.454,5.367
7.706,6.663
1.941,1.371
1.978,0.011
3.536,3.442
4.677,1.405
9.870,0.658
1.235,5.962
4.964,1.904
6.191,0.652
1.321,0.031
4.901,0.768
1.531,2.046
9.136,6.784
4.857,1.364
9.489,3.346
6.437,-0.080
4.387,0.009
2.570,0.741
3.684,-0.031
3.386,-0.070
7.529,3.399
9.949,0.081
2.656,1.314
0.605,2.700
7.896,1.981
2.443,3.341
5.005,1.369
7.518,0.647
8.260,0.012
7.336,-0.002
4.172,0.146
3.911,5.391
9.748,0.673
4.794,1.952
1.118,0.667
3.753,4.716
1.631,0.665
6.284,1.391
1.503,-0.041
1.183,1.957
5.867,2.025
7.561,0.589
2.797,3.273
8.057,0.617
1.327,1.298
4.135,-0.059
6.795,2.609
5.112,0.700
4.351,0.738
8.701,0.635
4.477,0.621
2.846,2.009
9.880,0.700
3.676,7.343
3.437,4.050
6.335,6.012
9.203,0.675
8.218,6.636
5.010,-0.060
1.472,3.317
6.870,0.675
9.318,1.365
5.705,0.019
4.537,6.652
1.206,10.085
4.678,0.646
1.907,3.292
0.511,7.216
2.066,0.014
8.213,4.059
1.384,4.000
4.353,0.043
4.792,7.322
2.546,3.977
5.646,0.593
3.318,5.313
6.602,1.993
1.347,7.350
8.903,5.293
7.125,2.747
2.836,8.008
9.694,1.968
1.912,-0.004
3.607,3.432
5.486,1.387
1.231,9.269
4.630,0.013
9.174,1.256
9.896,7.356
3.542,3.405
4.941,-0.067
4.523,-0.052
6.391,7.346
8.525,2.699
6.092,8.674
6.368,3.966
6.715,8.735
6.465,0.563
1.109,5.990
0.393,1.359
4.163,0.703
8.717,1.363
7.159,0.693
3.446,2.024
5.498,0.661
0.215,0.618
5.389,2.110
6.435,8.697
2.377,4.639
9.465,0.648
4.752,-0.020
5.249,0.660
6.361,0.661
7.920,3.990
7.742,0.104
1.382,-0.015
4.037,2.056
5.739,0.684
8.480,4.046
2.520,1.269
6.397,0.058
9.682,1.351
7.822,0.017
9.240,3.327
9.356,3.334
9.201,0.695
0.767,4.024
8.361,1.318
5.495,2.101
3.995,2.715
4.636,0.023
3.319,-0.069
7.250,-0.021
4.724,4.000
3.050,2.000
5.145,5.312
3.700,2.006
4.098,6.641
3.600,-0.068
8.642,0.002
1.604,8.677
0.834,-0.013
0.303,0.674
7.450,3.411
0.920,3.368
2.876,5.321
6.287,0.006
6.593,5.995
5.971,1.976
3.390,0.015
6.108,8.004
8.589,5.279
5.954,0.715
7.360,8.697
7.313,3.430
8.617,0.037
3.169,0.067
6.730,0.667
5.190,3.910
5.974,10.049
4.347,5.255
0.989,0.700
0.231,1.919
8.104,1.265
7.931,-0.006
6.749,2.036
1.124,2.043
9.543,0.008
5.773,0.022
6.392,4.735
8.831,4.678
8.299,1.885
1.209,8.704
7.299,5.348
9.993,2.056
5.980,6.646
0.983,2.632
8.478,0.554
9.431,8.060
8.245,3.430
6.198,1.985
3.629,4.013
7.639,3.333
4.412,1.934
3.251,0.017
3.985,-0.026
5.557,5.333
5.111,3.942
4.044,3.248
8.557,1.878
7.575,1.333
8.541,4.004
9.269,0.655
3.310,0.078
0.572,-0.124
3.037,2.672
2.378,0.036
8.993,5.337
5.937,1.997
9.970,1.997
0.664,2.622
2.577,3.323
5.912,1.326
7.938,0.658
1.951,9.368
7.261,0.669
2.724,0.013
8.272,7.285
0.635,1.469
8.301,1.990
9.733,1.996
4.530,1.401
2.834,0.002
0.363,0.680
3.134,0.075
5.176,3.949
3.207,-0.086
4.498,2.014
0.881,-0.054
0.430,3.404
6.137,7.396
2.426,4.057
0.964,7.957
0.447,1.939
8.390,2.640
5.316,0.006
1.675,0.048
5.827,6.632
1.273,0.662
5.609,0.585
5.681,4.061
8.137,2.683
3.318,0.805
8.623,0.042
6.350,2.064
4.240,0.727
9.774,0.567
8.188,2.635
4.759,3.288
9.124,-0.054
8.401,1.304
9.246,0.634
0.478,1.991
8.878,9.458
4.042,0.687
8.896,2.011
0.153,0.673
5.071,0.004
2.692,1.307
6.398,4.579
3.235,2.707
6.634,0.651
3.034,0.013
1.861,8.704
4.723,1.341
9.076,2.691
9.035,0.660
5.103,-0.069
7.221,2.669
1.008,4.683
3.704,5.377
2.299,1.352
1.262,2.638
1.596,1.929
0.148,5.984
7.764,5.368
3.637,0.699
6.744,1.314
7.710,3.326
5.623,0.028
8.098,4.061
2.546,4.738
0.532,-0.010
1.763,5.380
6.112,0.678
9.533,2.692
5.148,2.026
5.494,1.914
9.849,2.086
8.035,2.016
0.205,0.735
0.061,3.970
8.175,1.345
4.880,3.255
2.549,8.671
5.841,0.607
2.185,1.357
8.137,6.057
3.114,0.709
1.832,2.044
6.693,3.307
2.409,0.588
2.459,-0.035
8.268,0.626
7.772,5.930
1.515,0.661
6.694,-0.063
9.246,3.954
5.726,1.304
4.786,8.029
4.877,3.985
7.759,2.702
4.209,5.292
3.504,1.935
7.833,5.309
8.637,0.720
2.905,1.994
9.748,7.932
3.919,1.359
5.200,0.722
1.486,3.283
0.724,8.009
3.935,2.586
2.971,7.332
5.630,4.084
9.371,2.651
9.410,5.368
0.467,4.566
3.512,7.435
9.882,3.379
4.716,1.343
9.902,2.736
0.189,1.311
8.513,0.779
3.047,5.306
5.795,0.752
9.298,7.952
5.939,5.971
5.919,2.707
4.501,3.366
4.910,2.649
3.431,0.003
3.168,0.005
1.016,0.677
0.250,4.712
3.309,1.965
6.272,5.380
4.204,6.042
6.418,-0.027
5.430,3.305
4.814,3.929
7.327,0.707
3.065,7.398
0.768,0.028
5.247,1.937
2.863,0.043
2.587,2.025
9.750,3.334
6.760,2.695
1.562,-0.025
2.120,0.670
2.567,5.361
1.835,8.074
6.539,0.700
4.723,1.312
2.352,3.361
3.149,4.073
9.535,6.640
7.764,0.617
2.061,0.617
8.593,6.026
4.551,0.680
9.264,0.761
0.796,1.258
0.814,0.720
7.533,0.678
4.357,0.585
6.003,0.661
1.744,1.971
6.597,0.068
8.656,3.990
8.272,0.550
5.429,6.617
0.624,4.076
5.390,6.621
0.026,2.665
9.624,3.389
7.095,3.295
3.764,0.034
1.058,5.999
4.079,-0.005
4.742,0.747
8.006,-0.039
8.381,9.386
1.670,4.082
7.759,-0.003
4.936,0.071
3.461,2.640
3.439,0.061
5.365,6.689
9.011,8.740
1.129,4.018
5.532,5.359
5.287,1.246
0.220,-0.037
6.787,0.634
5.648,4.631
8.451,-0.031
4.806,1.396
6.023,0.024
5.247,0.703
0.287,4.049
9.544,3.348
2.758,4.701
5.874,4.059
0.737,6.048
7.770,-0.012
9.448,4.653
