x,y
-2.331,-1.522
0.988,-0.668
-0.425,-3.499
1.062,0.589
1.044,-1.465
0.126,0.032
2.798,-0.293
2.053,-1.018
-1.586,3.636
-0.153,0.068
2.040,0.680
0.320,-0.321
0.186,0.989
2.132,1.678
-0.466,-0.171
0.830,0.374
-0.197,-0.158
-1.055,-2.222
-1.147,1.210
-1.117,0.601
0.821,-0.694
1.047,1.057
3.498,-1.253
-2.529,0.128
-2.342,1.360
-1.438,-0.148
0.817,-0.142
-0.036,2.128
-0.537,1.100
1.725,0.506
1.920,2.833
3.414,-2.930
-2.152,0.422
-4.334,-1.954
2.048,0.271
-2.020,0.779
0.561,3.943
1.444,0.074
-0.700,0.385
-1.806,-1.517
-0.514,-4.731
0.565,-0.192
1.178,-0.056
-2.854,3.964
-0.543,3.320
-2.702,1.435
-1.234,-0.613
-1.164,0.663
0.760,-0.666
1.315,0.087
-2.683,-1.563
2.089,1.441
4.793,2.325
-1.192,-2.523
-1.571,0.985
0.750,-2.770
-1.867,1.263
-2.970,-0.075
1.916,0.612
2.750,-1.708
-2.796,3.361
-0.741,1.052
-2.179,-1.587
-1.338,-4.119
0.253,0.494
-0.650,0.412
-0.447,1.118
-2.349,0.553
-3.604,0.997
-4.074,-2.520
1.586,-2.937
-4.472,-0.326
2.253,0.615
4.055,0.525
-0.580,1.818
-3.837,-0.784
-0.505,-4.625
1.479,-1.216
0.849,0.414
-0.742,-1.389
1.981,-0.979
1.291,2.383
-2.699,-2.095
-5.062,-0.881
-3.467,0.682
0.508,-1.431
-3.620,-0.875
-2.416,0.941
-2.356,2.621
-0.466,1.085
4.678,0.058
3.237,0.377
2.868,-0.806
-2.391,3.378
3.679,-1.793
0.633,0.067
3.814,-0.090
0.453,5.429
-0.752,-3.900
-0.185,1.146
-1.505,-2.291
0.117,0.880
-3.963,-2.011
-0.223,-0.234
2.823,-1.495
-1.901,-0.635
-5.046,1.649
3.463,2.253
-0.591,0.003
0.453,-2.644
0.466,0.277
-1.717,-2.874
-0.566,-0.643
0.156,-1.182
-1.429,0.123
2.581,-2.167
-1.344,-1.791
-0.854,0.967
1.220,2.370
-1.881,-1.022
-4.024,2.625
-0.853,2.197
-0.091,2.347
-0.848,-0.716
1.548,0.117
-1.014,1.433
0.621,-1.296
1.647,2.190
1.059,-1.044
-0.855,-1.427
-3.585,-1.107
-0.401,1.250
-0.423,0.645
-1.577,-1.556
-0.295,-6.158
3.576,-2.517
-1.172,1.681
2.930,3.359
-4.103,0.891
4.491,1.827
1.953,-0.987
-3.186,-2.556
-2.359,0.425
0.656,2.190
1.444,1.284
-2.878,1.074
-1.488,-0.643
3.463,-1.151
-0.678,-1.860
-3.965,-4.900
-0.676,1.414
3.000,2.871
1.594,0.019
1.217,0.553
-0.934,-1.710
-1.761,-2.729
-1.155,-3.554
0.211,2.413
-0.326,1.282
1.033,0.751
0.379,-2.895
1.495,2.036
0.978,-0.058
0.327,-2.853
-1.840,0.824
-0.600,-3.952
-1.688,-0.743
-0.478,2.736
-0.310,-0.284
-2.341,-2.390
0.587,-2.908
-0.298,-1.612
-0.386,-4.872
0.376,2.155
1.563,0.529
0.848,-1.572
-0.275,-0.343
-1.967,1.263
1.946,3.505
-3.022,1.336
1.357,1.989
-1.560,-2.669
2.985,-2.471
0.572,-3.881
-0.402,0.181
-0.322,-0.652
-1.662,1.240
0.619,0.816
-2.084,2.667
0.511,-1.472
0.932,-1.889
-1.971,-0.703
-1.782,3.048
-1.036,0.138
-1.521,-1.204
-0.685,0.064
2.444,2.327
-1.913,-1.845
-0.958,-1.135
-1.154,-2.974
3.862,-0.852
0.110,-0.929
0.389,1.244
-0.302,-3.199
0.591,-0.922
3.297,-2.971
-2.134,0.733
2.939,0.032
-2.077,2.118
-2.950,2.345
-1.585,-1.764
0.044,-1.534
0.161,3.846
2.389,0.356
0.380,-3.667
1.958,2.350
-1.013,2.358
1.294,0.153
-3.898,2.056
-2.309,-2.862
-2.374,1.016
-1.143,-2.740
3.627,-1.107
0.369,0.607
-0.050,-0.541
-0.516,-0.398
-2.395,-1.380
-2.315,0.808
-0.711,-1.369
2.219,-1.454
-0.004,0.999
-0.379,2.855
-1.930,-0.866
0.784,-2.051
-2.791,0.967
-1.002,-1.333
0.756,0.698
-3.490,1.878
1.174,-3.247
-0.023,-2.480
0.682,3.786
-4.372,-2.338
-0.976,-1.100
2.843,1.157
-0.181,0.318
0.435,-0.204
1.887,0.669
-0.803,-2.214
-0.647,-0.121
-5.380,4.464
-0.217,-0.497
2.624,-1.841
-1.215,-3.146
-0.205,1.416
-1.424,-0.301
-0.927,0.846
1.153,0.514
3.678,0.500
1.818,-3.991
-1.713,0.043
-1.517,-0.387
0.828,2.793
3.436,0.974
-0.272,-3.224
-3.699,0.009
-1.540,-0.692
-2.435,-0.002
-1.231,0.969
-1.378,1.068
2.984,-2.770
0.706,3.115
-1.362,-2.060
-0.790,2.547
0.156,-3.926
1.616,0.633
0.300,0.903
-1.343,-1.512
-1.695,-0.627
0.093,-1.719
1.822,0.344
-0.801,0.272
-0.852,2.330
-0.777,4.132
-1.139,4.755
-1.373,-0.785
-0.585,1.207
-2.656,3.544
0.373,-1.232
-2.266,-0.140
0.686,2.558
2.400,0.196
-1.504,-0.224
0.209,-4.205
-4.006,2.168
-0.538,-0.445
1.245,-1.497
-0.129,4.426
-0.014,0.523
0.504,2.504
-3.744,-0.240
1.414,-0.512
-1.325,-0.774
-1.203,0.415
0.721,3.460
-3.843,1.732
-0.979,1.202
0.381,-2.381
-1.557,2.976
1.603,0.677
1.305,-0.479
3.125,-2.106
-1.816,-0.345
-5.821,-0.442
3.062,3.694
0.091,1.392
0.418,1.078
-0.712,1.891
-0.855,-0.108
-2.394,-0.402
1.861,0.102
0.296,0.653
0.955,0.116
0.948,-2.539
0.470,-0.173
2.603,-1.426
2.296,2.517
-1.072,2.620
-3.994,1.120
1.939,-2.594
0.187,-0.012
0.254,-0.961
-1.853,-0.128
1.864,-0.839
3.760,2.877
1.548,0.903
-0.973,1.084
-1.632,1.868
0.723,-1.952
-0.750,-2.532
-0.966,-0.596
-1.702,1.565
-1.603,-0.404
-1.377,-1.951
2.387,-0.213
4.420,0.515
0.949,-2.866
-1.120,-0.098
0.644,2.763
-1.650,0.674
-0.435,-0.469
-1.600,0.137
-0.596,0.401
-2.360,0.299
-0.142,2.577
-3.616,2.349
-1.136,1.157
2.077,-1.272
-2.761,1.579
3.353,2.025
-2.949,-0.811
0.670,0.507
-1.462,0.260
0.047,-1.627
-1.327,-1.042
-0.959,-0.681
-5.935,2.463
-2.118,0.039
-0.423,-2.830
-0.031,1.035
-1.702,1.728
-0.846,2.198
1.456,-5.068
-1.506,0.420
-1.005,-1.315
-0.256,-2.466
1.079,2.364
1.082,3.537
0.005,-2.074
-0.554,-0.965
-1.067,0.609
-2.765,0.218
-0.223,1.844
1.445,0.586
2.801,1.562
1.756,0.447
-1.890,-3.427
3.680,3.047
1.739,-1.629
-3.791,0.991
-0.794,-2.850
-1.807,-0.563
-1.554,-1.785
-0.918,-5.010
0.978,-0.592
0.904,2.014
2.689,-1.245
0.435,-0.919
-3.847,1.376
-1.020,-5.164
-0.970,-3.794
0.477,-0.778
3.298,0.892
-0.324,1.661
0.913,-1.583
-1.361,-1.223
0.026,1.930
-2.841,5.851
0.355,0.116
-0.325,4.223
-1.599,-3.240
-3.083,3.013
-0.749,-2.041
-1.022,-0.097
-1.383,-1.525
0.827,0.082
-1.067,3.370
-0.591,-0.947
0.225,-0.560
-2.107,0.124
1.157,-2.846
2.940,-3.697
-1.236,-1.030
-1.265,1.003
-0.260,1.885
2.001,-2.337
0.420,-0.179
3.723,5.093
1.587,0.501
-2.208,0.205
-2.062,2.422
0.022,-3.065
1.851,1.952
-0.224,0.440
-0.029,-1.287
-3.355,0.300
2.555,0.652
0.451,-0.420
-5.467,2.516
4.805,-0.860
1.166,-0.919
-0.099,-2.160
-0.272,-0.024
-1.747,0.414
0.690,-0.318
-1.410,0.965
0.133,1.067
0.021,-1.335
-1.101,-0.634
-1.531,-2.038
3.541,-1.058
0.485,1.020
-1.383,1.682
3.376,0.343
-1.601,-2.412
-1.644,-3.651
0.573,-1.204
-0.568,-0.266
3.089,-3.945
-1.491,-0.282
2.623,1.288
-0.581,3.812
-0.539,2.493
1.559,1.325
-2.053,-0.906
-3.367,1.650
-2.478,2.761
-1.929,1.856
1.798,1.897
1.024,-3.399
1.642,-1.213
-1.492,-0.345
-0.081,-0.940
-1.939,-1.209
4.436,1.814
-2.855,1.575
2.071,2.564
0.415,2.847
2.128,-3.118
0.808,0.910
3.663,-0.580
-1.464,-1.923
-0.919,-1.862
0.361,-3.030
-2.338,1.272
2.177,-0.832
-5.793,1.873
3.223,1.664
0.006,2.873
-3.614,-0.031
-0.611,0.705
1.095,-1.298
0.579,-0.039
1.570,0.784
1.162,-3.008
2.779,-1.536
-3.391,1.131
0.934,-2.530
-1.674,-0.023
0.429,-1.756
2.557,1.167
-0.938,-0.160
2.351,1.084
-0.791,0.041
-3.447,1.854
-3.357,2.820
2.017,0.393
-1.867,-2.749
-1.023,1.720
-3.433,-1.058
-0.214,-1.011
-0.315,-0.808
-2.429,-1.192
-2.534,1.739
3.045,1.606
-1.414,-2.426
0.055,-2.788
0.607,-0.235
2.676,-0.311
-1.865,-0.783
-3.554,-2.200
-2.645,-2.104
2.651,0.787
-2.322,1.365
-0.028,0.360
-0.784,1.429
-0.064,3.761
-1.724,3.381
-2.538,-1.611
-0.329,-0.931
-0.484,-2.322
-4.468,0.068
-0.039,1.823
0.363,-1.918
-1.947,-0.301
-0.147,0.751
1.595,0.101
0.241,1.315
-0.112,-2.179
-0.866,-3.561
-1.064,0.015
-0.887,1.166
0.631,-1.273
4.121,-3.124
0.405,-2.695
-0.359,1.693
-0.686,1.108
1.657,-1.933
1.077,3.618
-3.652,2.719
2.421,-0.663
-1.812,-2.028
1.922,-1.877
-0.982,-4.478
0.836,1.858
-1.948,0.821
0.379,3.765
-0.632,2.190
3.893,-1.225
0.404,-3.435
0.768,1.365
0.345,1.737
-0.666,1.707
5.419,-0.858
1.368,1.155
-2.052,1.215
0.975,3.628
-0.079,-0.404
0.448,1.767
0.350,-1.424
-2.260,-2.235
0.703,1.121
0.253,-1.139
-2.087,-2.184
-1.099,2.539
-1.618,0.732
0.471,0.906
1.449,-0.468
-1.901,-2.017
0.850,0.465
1.866,-0.748
-2.256,-1.108
0.575,-0.263
-2.146,2.134
3.166,1.025
1.437,-2.376
-1.540,-3.527
2.688,-1.601
-1.076,-0.665
-1.407,1.667
1.258,-0.945
2.164,-0.402
-2.770,1.771
0.755,-4.486
-2.180,2.614
3.743,-1.350
0.295,-1.108
0.042,-3.620
-1.213,-1.982
-0.619,-0.719
-0.635,1.273
-2.218,-0.903
-2.435,0.658
-1.080,2.414
-0.199,-3.798
0.709,-4.346
-1.947,-0.269
1.266,3.516
-0.655,0.302
-0.333,-1.477
-0.581,-3.965
0.876,2.431
0.822,-1.951
-0.462,-2.015
1.909,0.102
-2.104,-1.877
1.662,-0.480
0.791,-0.330
-1.223,1.204
-1.508,3.564
0.615,-0.577
1.929,2.386
3.109,-1.318
-1.787,-3.447
1.256,0.233
1.446,-0.961
3.296,-1.730
-0.235,4.116
0.509,2.100
2.603,-3.720
-4.583,0.097
-0.208,-0.001
0.980,2.490
0.270,0.152
-0.963,-1.817
-0.624,6.046
-1.129,2.006
-1.672,-0.230
-2.030,0.844
2.403,0.453
-0.394,-1.879
-3.649,1.021
1.183,1.321
2.629,1.664
-1.191,0.646
-6.311,-1.454
-1.691,-0.741
-2.385,1.281
-0.001,0.583
-0.254,-0.120
-5.661,0.418
-0.656,-4.605
-0.521,2.224
-2.288,-1.153
3.634,1.979
1.346,0.355
1.142,-1.848
2.393,2.303
-3.053,3.158
1.218,1.121
-0.002,0.071
3.893,-1.360
-0.973,-1.004
3.712,-0.474
0.264,-0.890
1.374,0.908
-2.929,0.770
-2.021,-1.772
-0.726,3.490
0.958,1.688
-1.351,4.376
1.554,0.136
3.755,-0.473
-2.094,-2.519
-0.925,0.004
-0.884,-1.750
-1.934,-0.654
-1.531,2.818
1.497,-3.908
-2.283,0.858
0.981,0.144
-1.278,0.732
-2.573,-0.316
0.562,-3.294
1.876,0.121
-0.397,0.006
0.579,-0.096
-0.205,-1.093
2.930,-0.031
2.170,-1.068
0.860,0.281
0.389,0.398
1.409,1.705
-2.188,-0.407
-0.024,2.288
-1.676,1.413
-1.435,1.049
1.353,-4.715
-0.379,-2.168
0.656,-1.383
3.891,0.385
1.754,-2.349
-1.461,3.287
-0.009,-0.123
-0.175,-0.208
2.090,-4.410
0.583,-3.166
-0.561,-0.417
-0.911,0.949
-0.783,-2.861
-1.505,-0.015
-0.968,-0.608
3.825,-4.050
-0.012,0.292
-3.194,-1.353
-0.695,-1.914
5.691,-0.820
1.166,0.239
1.834,0.038
2.935,-0.634
-2.495,-0.056
0.244,2.657
0.285,1.107
-0.801,-0.371
-2.475,-3.796
-0.279,3.744
-0.548,0.122
1.857,-0.448
1.530,-2.063
0.266,-0.877
-2.261,2.874
1.016,-1.751
-1.487,-0.887
0.442,0.328
-2.293,0.842
-1.936,-3.453
-1.161,1.864
-3.453,-0.350
-3.636,1.466
-0.750,1.588
-1.347,3.237
2.083,0.053
0.474,-0.723
-2.240,3.727
0.036,0.182
-0.463,0.413
1.085,1.288
0.596,4.080
1.075,0.568
1.048,2.468
0.064,-0.956
-2.209,1.288
-2.384,-0.597
-0.847,-0.274
-1.555,-2.627
1.133,-1.328
3.211,1.067
0.843,2.533
0.332,2.881
0.487,-2.576
2.614,-0.374
0.370,1.847
-2.667,-2.190
-2.184,-0.584
-0.095,-1.089
-1.644,0.834
-2.793,-2.413
4.247,3.860
0.488,0.683
1.183,3.512
3.481,1.226
2.450,2.551
0.245,0.539
3.347,0.343
1.134,-1.252
-2.146,1.055
-0.515,2.614
2.675,0.113
3.891,-1.659
1.100,2.408
1.384,-0.954
1.019,-0.314
2.793,-1.291
-1.594,0.759
1.476,3.839
1.006,1.819
-0.014,0.723
-2.028,-2.577
0.848,-0.294
-0.537,1.482
-0.915,0.706
0.731,-3.638
-0.684,0.015
-3.603,-0.311
-0.405,0.021
-0.312,0.560
-0.678,-0.374
-1.080,-1.219
2.563,-0.045
2.514,2.902
-3.429,0.210
-4.038,1.241
1.486,0.275
-0.606,0.089
-1.505,-1.307
1.996,-0.451
-2.623,-0.262
-2.972,0.202
0.129,-3.031
-0.340,1.249
-1.178,2.825
-2.822,-1.553
-2.569,-0.307
0.189,-0.206
0.574,-2.547
-3.685,-1.813
-0.628,-0.194
-2.495,0.990
-1.800,-0.402
2.379,-2.073
-2.050,0.118
2.444,-1.164
-1.353,-1.548
-2.659,-2.667
1.406,0.744
1.541,1.034
-1.177,3.303
-1.765,3.365
-0.042,0.300
0.164,4.348
-2.819,-0.708
-2.245,-0.310
-1.012,1.331
1.004,-2.168
1.476,-2.941
-4.267,-2.769
1.924,-2.431
-0.861,1.263
-0.357,1.242
0.719,0.433
4.203,-1.039
-3.556,-1.715
-1.533,1.870
-0.200,-0.523
1.041,-4.295
0.728,-0.895
-2.861,-2.597
0.566,-0.710
-3.839,-0.107
-0.297,1.633
-3.923,-0.240
2.524,-0.942
2.396,-1.385
1.040,2.359
-2.325,-2.260
-0.117,-0.618
-1.752,0.595
1.280,1.757
-1.128,-0.863
-1.001,-3.220
-0.323,-1.210
-3.730,2.682
-0.069,-1.183
-1.409,2.061
-0.750,3.409
-0.150,-2.721
-1.827,1.348
-0.209,-1.944
1.483,1.134
0.350,-3.001
-1.860,-1.102
0.997,0.554
-0.404,-3.442
-0.324,-0.034
-1.150,-1.068
0.527,-2.716
0.121,-0.420
0.040,-1.360
-2.600,-0.445
-1.159,0.626
1.719,-4.326
1.459,-0.117
-2.476,-2.776
-1.384,1.702
0.141,-4.183
-4.845,0.756
-2.587,-1.097
-1.003,0.060
-0.432,1.887
0.962,1.693
-2.458,2.530
-1.662,0.147
0.772,-1.167
-1.353,2.711
-2.116,-1.030
-2.166,4.050
0.004,-0.738
3.175,-2.378
3.946,-0.012
1.803,1.208
0.520,-3.018
0.531,-1.591
-0.446,3.540
-0.486,-0.328
1.039,2.578
-1.860,-1.179
5.418,0.917
1.325,-1.154
-0.175,-0.906
1.330,-0.578
-0.976,-6.651
-1.443,-0.100
0.415,2.083
2.839,-2.007
0.334,-0.736
2.016,-1.141
0.484,-1.095
-2.818,-0.967
-1.286,1.432
-0.178,2.297
1.735,-1.004
-0.453,0.858
-0.289,-1.575
1.081,-2.934
1.825,0.479
1.903,2.641
-1.372,-1.281
-1.979,0.179
2.904,-3.499
0.162,0.675
3.332,-2.758
1.070,1.398
-0.448,-0.810
-1.329,-0.335
-3.665,-0.108
2.040,2.702
-1.473,-3.473
-4.395,2.738
0.603,2.324
-2.358,1.094
1.703,-0.539
1.113,-0.372
-2.033,0.299
0.994,1.281
-0.910,-0.460
2.576,0.341
4.425,-3.156
-1.129,2.518
-1.906,-2.093
-1.383,-0.236
1.257,0.123
-0.737,0.320
2.059,1.739
0.401,-0.038
1.528,-0.715
-1.517,-1.510
-2.360,-1.598
2.081,-2.210
-2.464,1.874
-1.414,-3.081
-1.878,2.216
1.235,1.368
0.992,1.868
0.596,-0.864
-1.432,-0.719
-0.029,1.126
-0.772,-1.397
0.034,0.984
1.641,-0.958
-4.434,0.589
-0.306,1.011
-3.618,-0.445
0.463,2.570
-0.528,1.336
0.792,1.795
3.647,1.393
0.581,-2.849
0.888,-0.628
2.450,-2.452
-2.053,-1.302
1.221,-0.688
1.665,-3.074
-0.984,0.109
-1.321,0.001
-2.643,2.622
-1.953,2.916
2.328,-0.787
-0.193,-0.776
0.507,0.613
0.945,1.466
-0.575,1.396
-1.616,1.007
-2.519,-4.899
0.446,0.461
-0.361,-0.121
-0.145,2.837
-1.396,-1.394
-2.687,1.637
0.400,-0.536
0.048,-0.908
2.230,0.450
-0.492,0.025
0.419,3.685
0.749,-1.036
-0.180,0.267
-0.008,-0.420
-0.730,-1.303
-0.770,-0.338
1.574,-1.527
-3.509,-1.867
0.754,-0.727
-1.440,-1.266
-0.888,-0.851
0.319,1.614
-4.199,-2.655
0.509,0.103
2.735,0.623
-0.363,-1.648
1.148,0.704
1.034,0.903
-0.949,0.301
-3.038,1.630
-2.437,-1.660
-0.566,-0.009
1.356,-0.089
-0.914,2.283
1.857,0.292
-0.155,0.173
1.544,2.808
-1.176,1.082
2.222,0.319
-2.674,-0.670
-2.056,-0.161
-1.554,-0.174
-4.127,3.479
-1.585,-1.925
1.511,-1.176
-1.108,0.299
1.075,-0.871
-3.490,-3.450
5.588,-2.076
1.121,-0.450
-1.869,1.570
1.508,0.723
0.905,-0.940
3.794,-0.957
-0.408,-0.816
0.995,-3.573
-1.680,0.656
0.799,-1.711
-2.616,-0.613
-3.383,2.872
-0.324,0.300
-1.533,1.392
-0.712,-1.917
-1.377,-0.953
-0.456,-1.364
-0.504,3.619
0.982,-1.802
-4.248,0.759
-1.173,-0.231
3.435,-3.157
-0.412,-0.777
0.602,3.117
-3.131,-0.103
-5.425,0.326
-0.547,-0.569
-2.277,-2.979
-0.390,-0.693
-1.373,-2.892
2.047,-2.328
-4.301,-2.517
-1.052,3.058
-0.328,1.415
-0.562,0.952
0.057,1.576
-4.649,-0.474
-1.039,1.071
-4.029,-3.861
1.752,-2.214
-0.774,-2.519
-1.820,1.346
-0.643,0.555
-3.031,-3.733
0.798,0.529
-1.973,1.882
0.477,-0.204
-2.791,-5.098
-2.817,-3.472
0.724,2.028
2.101,-0.531
-1.310,1.320
1.753,2.380
3.759,-0.176
-3.497,-4.803
-1.562,2.031
0.014,-1.856
0.903,-0.593
-1.731,0.079
3.311,-0.523
0.175,2.530
-1.089,4.511
2.467,-1.475
-0.626,0.697
1.942,1.098
0.871,-1.014
-2.377,0.042
-0.886,1.192
-3.532,1.274
-2.308,-0.189
-0.971,-1.133
-2.689,-0.481
1.197,0.847
1.603,0.013
-0.402,-1.002
3.122,2.500
-2.631,-0.869
0.004,0.666
-1.735,-0.919
0.308,0.824
1.798,-0.519
-0.463,-2.806
0.483,2.548
-3.449,3.030
0.700,-0.774
2.860,6.364
-2.949,0.260
2.022,0.955
0.392,1.557
0.906,-0.488
-0.499,3.702
-4.030,1.851
1.880,0.315
-2.585,3.832
-3.017,0.466
0.637,0.033
1.108,0.835
1.409,-1.537
-0.384,1.014
1.016,1.837
0.595,1.014
-3.743,1.049
0.176,0.960
0.495,0.722
0.086,0.033
-0.657,-1.924
-0.618,0.947
1.176,0.184
-2.410,1.068
1.394,-2.687
0.336,-4.238
-0.793,-0.042
0.813,2.274
-2.894,0.315
1.607,-2.848
-2.277,2.471
0.898,-1.835
-1.127,-1.261
-2.662,-0.121
3.301,-1.894
-0.571,-2.174
1.093,-0.669
3.435,-1.400
0.717,1.988
0.070,-1.216
3.369,1.422
-0.666,3.315
1.974,1.677
0.310,-1.910
-0.390,-2.449
0.877,1.063
2.409,-3.602
-0.495,1.159
2.563,0.364
0.220,1.440
-1.158,0.946
-4.351,-2.773
-1.001,-0.820
0.088,0.681
-0.598,0.145
0.229,0.639
-1.763,-1.666
2.419,4.588
1.072,2.207
1.498,-0.345
0.246,-1.090
0.010,-1.206
-3.171,-0.255
4.208,-0.494
-1.412,-2.162
0.886,2.245
0.675,-1.416
-3.218,-0.824
0.503,2.393
-0.249,-1.052
2.473,2.107
0.029,1.224
-0.342,3.202
-4.538,-0.076
1.641,0.878
-0.453,0.894
0.828,1.171
-2.315,0.946
0.471,1.731
1.913,0.318
0.021,-2.989
0.850,0.081
-3.663,-3.491
-1.844,-3.951
0.926,1.548
-3.222,3.230
0.210,-3.273
-0.494,0.639
5.616,-0.646
1.458,0.221
-3.250,-0.300
-1.516,0.699
0.268,1.001
0.386,-1.933
-1.438,-2.737
1.042,-0.970
-1.594,-4.757
0.499,1.649
2.242,-1.807
2.750,-1.346
3.197,-1.292
0.071,-0.167
1.467,-1.435
-0.318,0.482
-2.353,1.362
0.236,0.135
2.003,1.120
0.342,0.864
0.811,-2.236
-0.307,1.376
-0.075,0.277
2.512,-0.160
-0.806,0.585
-2.629,2.520
-0.145,-0.491
-1.963,0.802
-1.962,1.002
-1.775,-2.118
-3.836,1.971
2.342,1.961
-0.024,-1.850
-0.050,-0.452
-3.488,1.644
0.619,0.532
-0.070,-0.463
-1.824,-0.849
-0.617,0.072
0.337,-1.941
-0.714,-0.083
-0.731,0.170
2.390,-4.015
1.448,0.956
-2.354,0.357
3.554,-0.080
-5.232,0.476
1.519,0.693
2.145,2.209
-0.787,1.536
2.245,0.499
0.548,-0.664
0.175,0.583
0.265,-1.470
-2.034,0.665
-0.315,3.750
-0.539,0.251
-0.886,-2.743
-0.412,-0.283
-0.000,2.277
1.325,1.604
2.262,-1.309
-0.539,-0.201
-0.797,-0.800
-1.703,-0.310
-1.136,2.624
-1.302,0.880
-3.469,1.875
-1.493,-3.542
1.931,4.426
-1.358,1.393
0.167,-0.143
-0.873,-0.854
1.432,0.408
0.367,-0.370
-1.912,2.991
2.024,1.325
-2.313,-4.728
-0.588,-1.841
0.695,-0.038
2.686,-3.749
-1.507,-1.225
-0.944,-3.011
0.401,1.151
-2.856,-0.661
-3.732,0.737
3.211,2.625
1.282,2.976
-0.492,-0.733
-1.581,-1.668
2.567,1.760
0.165,1.345
2.362,0.864
1.057,-2.318
-0.757,3.156
-4.327,3.997
0.488,2.316
0.882,-0.071
-0.016,1.475
-0.894,1.002
1.655,-2.105
-2.347,-2.144
2.454,-2.735
-0.861,2.073
0.684,2.143
0.944,-0.794
-0.877,1.266
-2.774,0.370
0.561,-1.132
-0.262,1.611
-4.177,4.277
2.671,0.120
1.090,-0.499
-2.589,-0.686
0.178,4.577
-2.974,2.010
2.373,0.319
2.027,1.199
0.359,-4.783
2.710,0.327
3.905,-3.598
4.301,1.041
-4.337,1.481
-0.605,-2.207
-0.053,-0.419
2.964,1.729
-1.116,-1.634
0.752,-2.810
-1.749,-5.330
2.688,-4.100
-0.595,3.184
-2.277,-2.486
-0.101,-1.961
-3.688,-1.663
-2.593,1.389
1.259,-0.328
1.195,1.162
4.626,-2.627
0.981,1.131
-1.337,-1.828
-2.782,-3.254
3.379,2.402
-0.018,3.011
0.290,2.996
1.573,-0.924
1.573,1.493
2.780,-3.207
-2.215,1.528
-0.283,-0.019
-0.431,-0.401
-4.498,2.432
1.587,-1.070
0.675,-0.842
-1.226,-3.194
1.610,1.697
-0.708,-2.175
-2.726,-1.101
0.891,-1.219
1.648,-0.050
0.373,0.733
1.626,-1.753
0.707,0.127
-1.333,3.622
0.626,1.297
0.879,0.046
-3.613,0.071
0.480,3.798
0.212,-2.413
1.111,-0.198
-1.180,0.192
2.409,3.115
0.095,0.287
0.925,1.158
2.387,-0.478
-1.769,0.739
