x,y
0.846,0.191
-0.273,0.271
0.611,0.490
-0.607,-0.462
-0.040,-0.179
0.804,-4.364
-0.073,-0.048
-0.685,-0.885
-0.861,1.042
0.020,1.037
-0.234,0.385
-2.138,0.515
-0.064,-0.020
0.299,-0.816
-0.179,-0.250
-1.432,-1.343
0.023,0.375
0.712,0.494
0.065,-0.049
0.118,0.626
-0.467,0.878
0.473,0.063
-0.895,-0.822
-0.401,0.842
0.218,0.186
-0.002,0.202
-2.064,1.119
-0.636,0.196
-2.882,0.829
0.240,-0.124
0.546,-0.945
0.457,-0.402
-0.020,0.117
0.624,-0.777
-0.073,-0.565
1.292,-0.568
0.942,0.174
0.105,-0.091
-1.844,-0.508
-0.749,1.101
-0.192,-1.584
-0.433,-0.689
0.126,2.395
-0.446,-0.958
1.541,0.654
-0.317,0.176
0.052,0.917
-0.383,-1.032
0.245,0.809
-0.722,-0.313
-1.869,0.761
-0.601,0.175
4.483,0.069
0.010,0.003
-0.059,0.015
0.063,0.178
-0.599,3.358
-0.234,-1.514
2.606,2.565
0.661,-0.507
0.187,0.130
0.126,0.043
0.627,1.437
-0.694,-0.233
0.562,-0.318
1.747,4.623
-4.274,0.618
0.053,0.132
2.379,0.370
-0.339,-0.097
0.634,-0.089
0.009,0.440
0.178,0.429
-0.204,-0.089
0.994,0.449
0.580,-0.433
-0.612,-0.483
-0.315,-0.678
0.037,-0.012
-0.007,-0.251
0.068,0.078
0.620,-1.097
-1.036,-0.391
0.216,0.505
3.082,-0.892
0.157,-0.177
-0.029,0.283
-0.750,-0.063
-0.076,2.632
-0.662,-1.105
0.725,-0.068
0.852,-0.430
-0.489,0.620
-1.202,0.365
1.751,0.154
-1.013,1.834
0.420,-0.545
0.511,0.105
-0.078,-0.790
-0.301,0.218
-0.891,2.441
-0.398,-0.404
0.247,-0.053
1.569,-0.277
0.488,-0.452
0.041,-0.225
-0.012,0.015
-0.782,-0.013
0.005,-0.360
0.091,0.056
-0.001,-0.006
-0.268,-0.504
-0.097,-0.078
0.346,1.724
0.050,0.408
0.507,1.685
-0.054,-1.862
0.209,0.486
1.778,0.511
-0.514,0.240
-0.323,-0.543
0.049,-0.121
-0.194,-0.268
0.404,0.029
1.892,0.307
0.815,-0.227
0.026,0.124
1.823,-0.942
0.149,0.165
0.376,0.209
0.317,1.266
-0.738,-0.323
-0.078,0.232
0.094,0.184
0.786,0.414
-0.960,-2.552
0.190,0.145
1.478,0.262
4.427,-3.271
-0.637,0.079
-0.119,-0.100
0.017,-2.102
-0.147,0.787
0.261,-0.312
0.141,0.041
1.808,1.590
0.256,-0.105
0.009,-0.045
-0.710,0.393
-0.225,-0.198
0.511,0.937
0.413,-0.522
-0.033,0.202
-0.062,0.026
-1.852,1.069
0.590,-0.003
0.577,-0.091
-0.356,-0.987
0.199,1.439
-0.044,0.106
0.071,-0.829
-1.864,0.423
0.334,-0.070
0.115,0.903
-0.363,0.173
0.736,-0.536
0.029,-0.398
0.365,0.326
0.194,0.184
-0.013,-0.508
-0.251,-0.544
0.443,-1.238
0.627,0.317
-0.052,0.300
1.255,-0.625
0.958,0.808
0.098,-0.894
-0.005,0.001
1.865,-4.147
1.318,-1.448
0.096,0.617
0.424,0.911
-0.252,0.466
1.346,0.793
1.049,-0.951
-3.213,6.493
-0.027,0.003
0.054,0.000
0.288,-0.054
-0.300,3.076
0.031,0.064
-1.140,0.196
-2.029,-0.603
-0.034,0.239
0.372,0.031
-0.089,0.121
0.192,-0.068
-0.076,-0.661
0.004,-0.276
-0.212,-0.419
-0.953,0.590
-0.447,-0.495
0.161,1.576
0.089,-0.056
-0.364,-0.818
0.510,-0.815
0.675,0.647
2.829,0.694
-0.017,2.465
-0.522,0.221
0.229,0.520
0.070,0.063
-0.092,-0.301
-1.156,-0.349
-0.008,-0.311
0.509,0.349
0.185,-0.036
1.974,0.781
0.060,1.306
0.409,-0.054
-0.459,-0.222
-0.672,-1.459
0.492,-0.341
-1.963,-1.568
-1.097,2.882
-0.720,0.446
1.040,0.289
0.830,-1.441
-0.389,-0.588
-0.129,-1.283
-0.001,-0.007
-1.264,1.253
-1.419,0.345
0.192,-0.123
1.389,2.816
-0.002,-0.058
-1.425,0.579
-0.138,0.674
-1.157,9.211
-0.007,0.395
-0.671,-1.546
-0.200,-0.043
2.516,-0.911
-0.404,1.371
0.414,-0.249
0.800,-0.345
0.072,-2.293
-0.778,-1.493
-0.088,-0.242
-0.598,0.365
-0.044,0.012
-0.022,-0.074
-0.014,-0.017
2.697,-0.780
-0.012,0.059
-0.602,1.329
1.127,0.613
0.079,-0.795
0.226,-0.489
-0.133,-0.013
1.482,-0.194
0.451,0.850
0.002,-0.004
3.166,-0.298
-0.015,-0.011
0.101,-0.151
0.078,0.152
0.280,-0.175
0.654,-0.476
-0.323,0.246
-0.042,0.356
0.026,0.355
-0.056,-0.013
0.088,-0.020
0.356,-0.008
0.270,0.353
-0.003,-0.054
-1.053,0.624
-0.071,0.373
-0.013,-0.013
-1.947,-0.691
0.064,0.026
-0.043,-0.042
-0.521,-1.112
0.252,1.054
-0.815,-0.336
0.972,1.666
0.075,-0.109
-1.220,0.300
0.592,1.623
0.171,1.098
0.256,-0.231
-0.135,1.177
-0.576,0.387
-1.131,-0.013
0.303,0.147
-0.164,-0.131
-0.850,-0.130
1.154,1.488
-0.037,-0.086
0.124,0.129
2.073,-0.296
2.566,-6.787
-2.611,-1.093
-4.175,-0.085
-0.122,0.424
-3.543,-0.679
-1.442,-2.765
-0.240,-0.136
3.114,-4.409
0.079,-0.367
0.225,0.031
-0.175,-0.074
1.104,0.230
-0.432,-1.505
0.019,-0.163
0.203,-0.243
-0.047,0.023
-0.036,-0.089
-0.721,0.470
-0.270,-0.393
-0.374,0.438
-0.152,0.132
-3.924,1.959
-1.345,-0.143
-0.579,-1.030
0.783,-0.415
-1.740,-0.506
-0.859,-2.494
0.407,-0.246
-0.020,0.197
0.034,-0.476
-0.055,0.148
-0.730,-0.692
-0.223,0.432
0.321,1.938
0.979,2.049
0.096,0.176
-0.058,-0.245
-0.082,-0.232
-0.714,-0.056
1.494,0.703
-1.264,2.163
1.012,0.086
-0.529,0.122
2.718,-2.091
0.293,-0.072
0.240,0.782
0.125,-0.219
0.248,0.064
-0.001,-0.397
0.042,0.005
0.372,1.386
-0.029,-0.007
0.150,0.133
0.039,-0.636
0.491,-0.681
0.121,0.067
-0.137,0.634
-1.540,0.771
-1.395,0.051
0.482,-0.368
-0.277,0.015
-0.082,-2.284
-0.909,-1.268
-0.059,-0.781
-1.589,-1.515
-0.487,-0.923
0.799,0.206
2.827,-0.901
-0.248,0.137
-0.763,-0.988
0.289,0.007
-0.000,-0.273
1.239,0.030
0.131,-0.110
0.334,1.001
-0.469,-1.359
0.088,0.119
0.212,1.216
-0.409,-0.597
-1.468,-0.487
1.003,0.116
0.314,0.017
-1.481,0.707
0.142,0.211
-2.229,-0.125
0.256,-0.267
-0.551,0.191
0.084,0.114
1.194,1.447
-0.647,-0.935
-2.422,-2.170
-2.643,-0.347
0.554,0.214
1.115,-0.033
0.005,0.001
0.315,-0.180
-0.113,0.006
0.016,-0.024
0.387,0.308
0.017,-0.301
-0.172,0.456
0.159,-0.125
0.002,0.019
-1.564,0.237
0.004,0.026
2.979,-0.011
-0.165,-1.488
0.089,-0.081
-1.841,-0.273
-0.189,-0.026
1.075,0.747
-0.069,0.019
-1.604,-0.278
0.113,0.255
0.335,-0.355
-0.246,-0.101
0.004,-0.037
-0.472,0.918
0.247,0.085
-0.012,-0.006
2.769,-0.268
-2.658,1.950
0.085,-0.050
-0.078,-0.180
-0.102,-0.098
-0.259,-0.240
-0.228,-0.278
-0.400,0.030
0.294,-0.354
-1.412,-0.150
0.035,-0.449
-0.120,1.285
0.877,-1.073
-2.466,1.668
-0.181,0.656
-1.615,-0.069
0.391,0.454
-0.008,0.099
0.924,1.665
0.927,-1.321
1.262,1.095
0.107,-0.178
-0.051,1.207
-0.890,0.630
-0.041,-0.279
0.969,0.547
0.008,0.094
-0.483,-0.844
-2.150,3.324
-0.191,-0.322
0.427,0.271
-0.187,-0.044
0.038,-0.045
-0.089,-0.199
0.288,-1.718
-0.507,-0.010
0.026,0.062
0.210,-1.141
1.966,0.666
1.097,0.185
-0.011,0.029
-0.963,-0.027
0.412,0.375
1.859,-0.281
0.069,-0.003
0.209,0.199
0.436,-0.314
0.244,-0.050
0.181,-1.331
-0.134,-0.680
-0.161,-0.708
-0.002,-0.001
-0.692,-0.007
-0.491,-1.958
-1.103,0.604
0.117,0.233
0.368,-0.287
0.932,0.048
-0.170,-0.749
-0.296,0.288
2.974,0.178
-0.427,-0.759
0.102,-0.210
1.524,0.555
-0.625,-0.189
1.374,-0.223
-0.384,-0.249
0.946,-1.018
0.332,-0.485
0.048,-0.547
-3.429,0.584
-1.252,1.337
0.239,-0.112
-0.283,-0.386
-0.074,0.054
0.075,-0.654
0.448,-0.331
2.119,-0.938
-0.117,0.021
-0.082,-0.268
-0.009,0.008
-0.216,-0.180
0.527,-0.768
-0.118,-0.613
-0.109,-0.590
0.058,0.095
2.592,-0.168
-0.212,-0.199
-0.030,-0.157
-3.203,3.098
-0.542,0.182
-1.123,-0.350
-0.886,-0.111
-0.953,-0.157
-0.176,0.127
0.683,-0.117
-0.370,0.087
0.107,-0.010
0.756,0.241
0.355,-0.088
0.034,-0.416
0.597,0.041
1.221,-3.185
0.086,0.088
0.106,-0.068
-0.342,0.447
0.047,1.487
0.446,0.019
0.199,-0.343
2.517,-1.011
-0.131,-1.647
-0.091,-0.229
-0.312,-0.425
0.389,0.110
-0.560,-0.295
0.107,0.142
-1.658,2.692
0.021,-0.011
-0.035,0.058
0.003,0.001
0.480,1.601
0.292,0.077
-1.446,0.503
0.013,-0.675
0.725,0.216
0.012,-0.004
-1.448,-1.877
0.004,-0.008
0.582,-0.116
-0.316,-0.748
-0.539,0.819
-0.068,-0.012
0.546,0.105
0.073,-0.017
-0.027,-0.011
-0.149,-1.630
0.872,-0.413
-0.121,0.051
-0.045,-0.233
0.284,-0.563
-1.875,-0.220
0.095,0.321
-3.607,0.512
-3.252,-1.266
-0.259,0.612
-2.052,-0.905
0.354,-0.040
1.556,-1.324
0.274,-0.257
-0.047,-1.246
-0.001,-0.001
-0.401,-0.194
-2.528,-0.166
0.654,0.223
-0.339,-0.278
0.046,0.108
-1.685,-0.421
0.386,0.242
-0.369,0.464
0.076,-0.034
-0.394,-0.218
2.622,-0.099
-0.089,-0.005
0.455,1.180
-1.116,-1.890
0.231,-0.014
-1.863,-1.093
0.499,0.471
0.426,0.745
-0.027,-0.254
-0.159,-0.625
0.149,-0.108
-0.897,0.244
-2.795,-0.634
0.458,-0.910
-0.993,3.206
-0.022,-0.041
-0.275,-1.088
0.266,0.110
-3.597,1.977
0.394,0.875
-0.031,0.098
-1.771,1.344
-0.287,-0.278
-0.551,0.203
0.018,-0.932
0.903,-0.429
0.577,0.381
0.234,0.258
-0.572,0.128
-0.302,0.824
-0.343,0.703
-0.730,-0.007
0.861,0.299
-0.036,-0.159
0.276,-2.135
0.581,0.046
-0.025,-0.011
0.079,0.049
0.242,0.475
-0.137,-0.060
-0.662,3.003
-0.007,-0.019
-0.022,-0.055
-0.061,-0.017
0.214,0.072
0.482,-0.266
0.051,-0.149
2.071,0.806
1.119,1.017
-0.030,0.041
0.190,-1.206
0.314,-0.732
-1.988,-1.028
-0.222,-0.217
-4.348,0.519
-0.517,-1.850
-0.273,-0.286
-0.301,-0.395
-0.060,0.124
-0.198,-0.613
0.989,1.279
-0.915,-0.034
-2.802,0.737
-0.345,-0.627
-0.118,-0.119
0.049,-0.317
-0.101,-0.021
0.892,-0.858
-0.073,0.033
-0.101,-0.052
-1.313,-0.343
0.656,-0.177
1.551,1.200
0.642,2.299
-0.160,-0.064
0.266,0.166
0.187,-0.296
0.544,-1.335
0.170,0.139
0.697,0.614
-0.171,-0.078
-1.245,0.744
1.299,-0.094
-0.009,-0.440
0.638,1.436
-0.696,-1.226
-0.808,-0.117
0.925,-0.163
-0.195,0.009
-1.078,0.256
0.063,0.020
0.128,0.349
-0.735,-0.082
3.231,1.366
0.622,0.092
-0.934,1.196
-0.541,0.304
-0.006,0.000
2.905,-0.378
0.031,-0.097
0.302,0.381
-0.095,-0.044
0.786,-0.278
-0.561,-0.036
0.974,1.114
-0.263,0.700
2.202,-1.511
-1.052,0.510
-0.715,1.405
0.144,0.137
0.525,-0.655
0.147,-3.068
0.221,-1.780
-0.259,-0.271
0.011,-0.003
-0.475,0.092
0.001,-0.271
-0.147,-0.530
-0.888,-0.334
-0.105,-0.204
-0.756,-0.881
0.765,0.004
1.195,1.144
0.003,-0.018
-0.046,0.630
0.141,0.479
-0.417,-0.464
0.046,0.019
-0.890,1.602
-2.428,0.341
-0.111,-0.539
0.388,0.331
-0.497,0.063
0.069,-0.085
-0.193,0.197
0.500,0.754
0.257,-1.001
0.056,-2.285
0.108,-0.030
-0.105,0.097
-0.018,-0.468
-0.220,-0.231
-0.105,2.483
0.054,-0.727
1.245,-1.241
-0.031,0.094
-2.414,2.475
-0.452,0.146
-2.221,-1.318
0.022,0.012
-0.225,0.397
0.414,0.078
2.296,0.073
-0.990,-3.682
-0.178,-0.292
-0.203,-0.346
1.011,-2.537
0.613,-1.157
0.496,0.736
0.379,2.041
-0.126,-0.060
1.234,-0.920
-0.001,-0.022
0.772,0.738
0.341,0.126
-0.455,-0.397
0.019,0.052
-0.133,-1.280
-0.009,-0.719
-0.005,-0.010
-0.853,0.531
0.173,0.036
0.101,-0.179
0.005,-0.025
0.621,0.692
-0.366,0.106
-0.085,-0.030
0.852,0.171
0.988,1.506
0.306,-0.114
-1.679,1.344
-0.063,0.008
0.091,-0.040
-0.034,0.024
0.207,0.102
0.740,-1.768
0.292,0.572
0.765,-0.549
-0.230,-0.031
-0.391,0.106
-0.017,0.161
1.378,0.286
-3.419,0.262
-0.001,-0.101
-1.158,-2.068
1.026,-0.323
-1.467,-0.015
-0.581,-0.331
0.563,2.860
1.287,0.759
0.695,0.438
-1.404,-0.066
-4.778,-2.012
0.039,0.067
-0.288,1.008
1.147,0.663
-0.185,0.094
0.716,0.722
0.839,0.195
0.012,0.302
-1.124,0.248
0.199,-0.904
-0.504,0.152
-0.021,-0.084
1.514,1.343
2.683,1.490
-0.202,-0.070
0.820,-0.566
0.535,0.455
-3.931,-0.199
-0.826,0.784
0.296,-0.233
-0.204,0.889
-0.536,-0.802
0.060,0.159
3.936,-3.447
0.154,-0.101
0.032,-0.115
-0.197,0.436
-0.337,-0.232
-0.202,-0.116
0.441,-0.550
0.342,-1.178
-0.094,-0.025
-0.063,-0.171
0.055,-0.208
-0.285,0.106
0.547,0.630
0.472,0.451
-0.451,0.047
-0.057,-0.093
-0.133,-0.032
0.017,-0.068
0.143,-0.120
-0.010,0.007
0.677,-0.553
-0.012,-0.103
0.121,0.251
1.099,0.830
-0.179,0.106
-0.347,0.303
-0.650,0.944
0.888,-0.287
0.721,1.532
0.180,0.056
0.449,0.120
-0.299,0.433
-0.205,1.118
0.173,-0.951
0.146,-0.097
-0.342,-0.044
0.144,-0.334
-0.019,2.490
0.240,-0.286
0.228,-0.948
-3.273,0.439
0.165,-0.162
1.501,-0.108
-1.016,-0.454
-0.172,-1.059
0.678,0.068
-0.389,2.160
0.204,1.254
2.864,0.505
-0.038,0.024
-0.214,2.385
0.114,-0.112
0.045,0.176
0.035,0.032
-3.483,2.730
0.697,0.900
0.576,1.031
0.310,0.051
0.600,-0.400
1.197,0.599
1.563,-3.745
0.670,0.127
-0.284,1.358
1.930,-1.236
0.244,-0.296
1.836,0.348
-0.030,-0.004
-0.368,-0.560
0.238,0.983
0.432,0.891
-0.464,-0.561
0.306,-0.865
-0.044,0.136
0.444,-1.233
0.536,1.924
0.458,-1.802
1.151,-0.545
-0.934,-0.342
0.577,1.030
-1.406,-0.225
1.155,0.321
-0.333,0.349
0.819,-0.784
0.737,0.810
0.078,0.009
0.276,0.149
0.033,-0.108
-0.634,-0.523
-2.558,-2.990
0.258,0.436
-0.674,-0.457
-0.051,0.092
0.261,-0.090
0.020,-0.227
-0.006,0.001
-0.019,0.022
-0.299,-1.384
-1.125,0.443
0.886,0.718
0.462,3.490
-0.286,-1.077
-1.484,-0.228
-0.682,-0.952
0.025,-1.718
1.826,2.603
-0.077,0.066
0.730,-0.823
-0.546,-1.924
-0.021,-0.079
-0.148,-0.086
-0.272,-1.744
0.396,0.149
-1.330,0.543
-1.159,1.724
-0.107,-1.410
-0.072,0.249
0.108,2.787
0.309,0.002
1.153,0.969
-0.392,-1.071
-0.145,-0.265
0.376,0.592
-0.764,1.339
-0.265,0.022
2.539,-0.204
-1.936,-0.917
-0.343,0.334
1.087,-0.273
-2.412,0.546
0.005,-0.085
-0.743,0.215
0.069,-0.264
-0.163,-0.419
-0.397,-0.476
0.259,-0.158
-0.030,-0.024
2.247,-1.433
0.191,-0.018
-0.801,-1.918
0.214,1.483
0.283,-0.147
-2.536,-0.532
-0.396,-0.059
0.335,0.492
-0.006,-0.005
-0.524,0.598
-0.666,-0.139
2.388,-2.435
0.163,0.301
0.071,0.097
-0.758,0.195
1.316,1.110
0.133,0.188
-0.722,-0.807
-0.777,3.841
-0.480,0.344
-0.210,0.431
-1.080,5.404
4.989,-1.973
-2.756,-2.120
-3.093,-0.906
-0.092,0.113
-2.782,1.411
0.010,0.605
0.806,-0.996
0.132,-0.012
0.060,-0.396
0.676,0.206
-0.807,-0.247
-1.479,1.140
0.357,-0.447
0.801,-0.235
0.044,-0.054
0.068,1.353
0.186,-0.198
-0.453,-0.865
-0.157,0.650
-0.035,0.081
-0.012,-0.220
-0.364,-0.666
-0.711,0.413
0.064,-0.067
0.675,0.197
-0.040,-0.489
0.141,-0.245
0.567,-0.104
0.707,0.164
0.394,0.390
-0.148,-0.531
0.021,0.151
-0.286,0.016
0.315,-0.504
0.012,-0.561
-0.310,0.462
-0.769,-1.031
-0.180,-0.733
-0.237,0.259
0.608,2.422
0.151,0.046
-0.065,0.125
-0.475,-0.938
0.954,0.619
0.516,0.506
0.079,-0.118
-1.052,-0.177
-0.003,-0.042
0.002,-0.013
-1.155,0.310
-0.775,-0.075
0.152,-0.137
0.563,0.417
0.647,1.071
2.849,2.374
-0.591,0.974
-0.095,0.434
2.078,-2.535
-0.078,0.485
-0.330,-0.365
0.454,0.685
-0.408,-0.101
-0.202,0.223
-0.078,0.367
-0.318,0.182
0.527,0.748
0.003,-1.131
-0.131,0.091
0.252,-0.086
1.104,-0.947
-1.296,1.147
0.885,-0.341
0.294,0.158
-0.202,-4.259
-0.000,0.006
0.121,-0.328
1.191,-0.030
2.637,-1.693
-1.142,-1.202
0.039,0.053
-0.672,-0.229
-0.014,0.106
0.145,0.049
-3.185,-1.268
-0.286,-0.337
0.977,0.246
-0.118,-0.345
0.692,1.087
-0.105,0.423
0.440,1.180
0.202,0.672
-0.217,0.684
0.202,0.359
-0.489,-0.214
-1.128,-0.286
-0.740,-0.767
1.223,-3.063
1.897,-0.642
-0.005,-0.055
0.685,-0.256
-3.403,-1.963
0.030,-0.019
3.310,-0.094
0.004,0.011
-3.801,-0.973
0.372,0.322
-1.517,0.023
0.743,0.616
0.001,0.072
-0.002,-1.537
0.733,-0.431
-0.085,-0.031
-0.464,0.602
0.534,0.073
-0.483,-0.316
-0.397,-0.011
-0.462,-0.782
-0.255,-0.086
0.067,1.459
-0.139,0.519
-0.657,-1.165
0.018,-1.037
1.264,-1.034
-0.485,0.100
1.824,0.448
0.032,-0.735
0.250,-0.181
-0.550,0.482
-3.643,-2.669
0.705,0.269
0.609,-0.087
0.138,-0.071
-0.042,-0.204
1.495,-1.129
0.509,1.133
0.544,-2.040
-0.267,0.676
-1.948,0.004
0.241,-0.552
0.717,0.493
-1.516,-1.570
-0.101,-0.285
1.474,-2.795
-0.057,0.637
-3.513,-1.602
-0.399,-0.399
-0.305,-1.022
0.884,0.206
0.266,-0.244
2.450,-1.191
0.744,3.723
1.027,-0.103
-0.312,-0.143
3.522,0.761
-1.230,-1.180
-0.509,-0.323
0.218,-0.067
1.184,0.051
-0.802,0.029
0.522,0.545
0.307,0.120
-1.160,1.175
-0.013,-0.541
0.458,0.858
0.024,-0.047
0.164,0.096
0.172,0.110
0.502,-0.369
-0.418,0.456
0.011,0.007
-1.449,-0.355
-0.221,0.055
0.339,0.226
0.659,-0.330
0.345,0.752
-0.434,-0.548
2.112,-0.042
-1.843,-0.480
-0.881,-0.165
1.406,0.892
0.004,-0.105
0.483,0.543
-0.665,-1.566
0.251,0.770
0.323,-0.043
0.040,-0.032
-0.397,0.243
-1.837,0.412
-0.031,0.009
-0.046,-0.128
1.779,-3.403
2.861,2.794
-0.566,0.496
-1.179,0.055
0.040,0.310
-0.177,0.669
-2.223,1.953
0.470,0.483
-0.975,0.278
-0.132,0.068
-0.013,-0.721
-0.518,1.055
0.017,-0.039
-0.416,0.085
-0.242,-0.424
0.012,0.041
-2.426,-0.716
2.207,-2.100
-0.187,-0.124
-0.321,0.294
-0.602,0.096
-0.504,-0.825
-1.016,-0.040
0.080,-0.037
0.081,-0.077
-1.453,-0.534
-0.233,-0.526
0.476,-0.753
0.248,-0.209
-0.604,-0.038
-0.569,0.392
5.046,-2.418
1.741,-1.349
-1.243,-3.155
0.294,-0.188
-0.433,-0.238
-1.498,0.687
-0.300,0.076
0.433,0.192
0.201,-0.119
-1.746,-0.721
0.454,0.081
-0.596,-1.027
-0.249,0.264
-0.122,-0.318
-0.035,0.059
-0.008,-0.137
-0.095,-0.043
-0.446,-1.286
0.140,0.085
-1.167,-0.746
-0.160,0.205
-2.648,-0.744
0.026,0.047
-0.609,0.292
0.015,-0.018
-0.799,0.828
0.437,-0.941
-0.250,-0.190
0.928,1.898
-0.492,1.950
-0.496,1.182
-0.177,0.039
-0.184,-0.875
-0.320,0.225
-0.441,0.202
-0.514,1.342
0.913,-1.114
1.914,-0.378
-0.035,0.119
0.076,-0.526
0.110,0.090
0.133,0.228
-0.007,0.009
0.260,-0.088
-2.257,-0.966
-0.369,0.317
-0.513,0.529
0.303,0.074
-0.389,0.323
0.356,-0.144
-0.693,-0.052
-0.483,0.325
-1.164,0.039
-1.652,-0.267
0.026,-0.018
-0.559,0.273
-1.968,1.430
1.045,-0.698
-1.865,-1.240
0.026,0.048
0.572,0.577
0.325,0.282
-0.018,0.028
-0.083,0.052
0.106,-0.255
0.067,0.460
-1.471,-0.412
2.701,-0.149
0.094,0.071
-2.270,-1.563
-0.476,-0.976
-0.112,0.175
-0.098,-0.180
-2.172,2.000
0.007,-0.390
-1.059,0.852
0.014,0.012
-0.288,-0.566
-0.043,-0.007
-0.061,2.311
-0.107,-0.030
-0.249,-0.628
-0.058,0.118
-2.229,0.909
-0.057,-0.059
0.047,-0.179
-0.538,1.499
0.212,-1.069
0.395,0.466
0.295,0.666
-1.424,1.026
0.849,-0.961
2.253,-1.846
0.178,-0.272
0.115,-0.006
-0.242,0.006
0.041,0.030
-0.190,0.268
-0.849,0.875
0.422,-0.342
-0.020,0.623
-2.343,0.024
0.360,-0.054
0.084,0.500
0.099,-0.029
-0.005,-0.109
-1.472,-1.912
-0.354,-0.762
0.588,-0.068
0.449,0.270
-0.315,1.622
-0.001,0.126
0.038,0.368
0.132,-0.046
0.232,-0.161
-0.718,1.430
0.293,0.309
0.813,0.378
-1.987,2.653
-0.009,-0.852
0.666,0.890
2.719,1.328
0.978,1.132
0.072,-0.151
0.061,-0.001
0.122,0.373
0.296,0.339
-0.077,0.138
1.106,-0.632
2.054,-0.695
-0.388,-0.369
0.000,-0.075
-0.015,-0.052
0.294,0.823
-0.004,-0.098
0.011,-0.822
0.433,0.153
-0.752,-0.725
0.502,-0.467
0.196,0.234
0.777,-0.443
-0.338,0.087
0.690,-0.232
-0.446,0.233
0.111,-0.078
0.346,-0.325
1.060,-1.189
-1.179,-0.548
0.431,-1.287
0.166,0.468
-0.256,0.360
-0.030,-0.005
0.424,0.607
1.373,0.859
0.497,-0.319
-0.465,0.010
1.212,-0.721
-0.400,0.575
-0.013,-0.004
0.423,-0.857
1.729,0.160
1.336,-0.529
-0.710,-0.109
0.303,-0.109
-1.045,-0.612
0.377,0.771
0.006,0.120
-0.211,0.103
0.605,-0.581
0.144,0.578
0.036,0.044
0.256,-0.346
-0.096,-0.044
-0.526,-0.108
-0.134,0.198
-0.552,0.273
-0.651,0.254
-0.068,0.687
-3.015,0.900
0.336,-0.096
3.237,-1.228
0.196,-0.116
0.134,1.051
-1.285,0.126
0.631,-0.536
0.298,-0.201
-0.334,-0.222
-0.095,0.136
-1.813,0.477
-0.112,1.157
1.407,-1.759
1.942,0.542
-0.106,-0.162
-0.189,0.052
-0.130,-0.075
-0.434,0.061
0.928,1.934
0.064,-0.062
0.080,0.094
-0.108,-1.888
-0.302,-0.121
-0.144,0.006
0.000,-0.001
-0.666,-0.603
0.177,-0.242
-0.009,-0.482
-0.095,0.132
-0.008,-0.041
-0.195,0.217
-0.504,-0.293
0.714,-2.754
0.299,-2.246
0.722,-1.316
1.155,-0.163
0.843,0.048
